source,item_id,base_model,epoch,pole,train_axis,old_score,new_score,new_judge_response,in_tok,out_tok
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,35.0,63.0,63,1948,5
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,72.0,72.0,72,2424,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,62.0,64.0,64,1991,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,20.0,43.0,43,1981,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,65.0,58.0,58,1996,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,70.0,,null,1971,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,30.0,58.0,58,1940,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,15.0,58.0,58,1970,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,70.0,68.0,68,1959,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,30.0,58.0,58,1967,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,70.0,83.0,83,1988,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,68.0,72.0,72,2019,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,65.0,68.0,68,2008,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,20.0,58.0,58,1981,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,20.0,58.0,58,1985,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,20.0,58.0,58,1976,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,35.0,58.0,58,1978,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,30.0,52.0,52,2010,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,88.0,72.0,72,1963,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,78.0,62.0,62,1947,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,72.0,68.0,68,2014,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,72.0,72.0,72,1974,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,60.0,68.0,68,1974,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,30.0,56.0,56,1967,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,35.0,33.0,33,1985,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,20.0,58.0,58,1957,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,85.0,72.0,72,1969,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,35.0,58.0,58,1961,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,78.0,68.0,68,1989,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,65.0,68.0,68,1989,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,55.0,58.0,58,1961,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,70.0,68.0,68,1975,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,55.0,58.0,58,1954,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,72.0,68.0,68,2004,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,82.0,78.0,78,1979,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,62.0,68.0,68,1969,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,60.0,68.0,68,1994,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,58.0,58,1960,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,80.0,68.0,68,1985,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,73.0,80.0,80,1949,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,68.0,68.0,68,1980,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,68.0,68,2020,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,72.0,68.0,68,1976,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,68.0,68,1996,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,78.0,72.0,72,2001,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,78.0,78,1971,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,72.0,72.0,72,1981,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,60.0,58.0,58,1968,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,82.0,82,1983,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,84.0,72.0,72,1948,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,nan,65.0,65,1949,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,75.0,72.0,72,1987,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,72.0,72,1981,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,68.0,74.0,74,1970,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,78.0,72.0,72,1966,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,68.0,62.0,62,1988,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,85.0,68.0,68,1934,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,72.0,68.0,68,1941,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,82.0,78.0,78,1970,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,70.0,73.0,73,2002,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,80.0,78.0,78,1981,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,68.0,68,2426,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,78.0,82.0,82,1998,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,68.0,68,2406,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,60.0,68.0,68,2458,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-plus,honest-humble,72.0,72.0,72,1976,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,68.0,68,2432,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,72.0,72,2217,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,68.0,68,2333,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,70.0,72.0,72,2165,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,72.0,72,2535,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,72.0,72,2457,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,85.0,85,2434,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,58.0,68.0,68,2676,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,68.0,68,2256,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,72.0,72,2371,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,72.0,68.0,68,2209,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,72.0,72,2421,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,72.0,68.0,68,2035,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,72.0,72,2203,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,68.0,63.0,63,2481,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,68.0,68,2397,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,60.0,68.0,68,2431,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,68.0,68,2212,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,80.0,72.0,72,2407,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,70.0,68.0,68,2356,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,80.0,78.0,78,2287,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,72.0,72,2258,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,82.0,82,2441,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,65.0,72.0,72,2380,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,70.0,68.0,68,2399,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,68.0,68,2378,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,78.0,84.0,84,2519,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,55.0,72.0,72,2231,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,62.0,68.0,68,2333,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,62.0,72.0,72,2327,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,65.0,65.0,65,2130,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,55.0,67.0,67,2275,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,60.0,68.0,68,2031,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,72.0,74.0,74,2071,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,65.0,68.0,68,2300,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,78.0,82.0,82,2175,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,68.0,68,2268,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,85.0,84.0,84,2269,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,78.0,78.0,78,2207,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,85.0,72.0,72,2086,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,72.0,72,2114,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,68.0,68,2213,11
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,78.0,73.0,73,2273,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,nan,base,base,60.0,72.0,72,2262,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,70.0,66.0,66,2040,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,72.0,68.0,68,2100,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,72.0,72.0,72,2241,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,72.0,72,2210,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,65.0,68.0,68,2055,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,70.0,72.0,72,2185,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,70.0,68.0,68,2148,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,68.0,68.0,68,2420,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,80.0,82.0,82,2020,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,85.0,72.0,72,2157,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,60.0,68.0,68,2239,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,72.0,72,2036,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,72.0,68.0,68,2451,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,55.0,68.0,68,1999,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,72.0,72,2084,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,72.0,71.0,71,1964,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,40.0,72.0,72,2007,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,82.0,82,2064,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,68.0,68,2200,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,55.0,72.0,72,1998,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,35.0,,null,2016,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,68.0,68,2017,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,58.0,57.0,57,1992,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,72.0,68.0,68,2058,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,narcissism-plus,narcissism,85.0,82.0,82,2369,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,68.0,68,2028,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,68.0,68,2003,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,62.0,58.0,58,2021,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,60.0,68.0,68,2009,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,65.0,68.0,68,1988,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,78.0,78,2034,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,55.0,55,1983,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,68.0,68,1986,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,67.0,67,2001,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,30.0,68.0,68,2022,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,58.0,58,1999,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,35.0,58.0,58,1992,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,60.0,68.0,68,2013,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,72.0,72,2011,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,68.0,66.0,66,2023,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,60.0,65.0,65,1993,5
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,78.0,73.0,73,2003,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,55.0,68.0,68,2043,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,40.0,67.0,67,2002,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,70.0,83.0,83,1982,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-minus,neuroticism,70.0,72.0,72,2011,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,40.0,68.0,68,2009,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,72.0,72,2036,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,68.0,68,1979,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,65.0,72.0,72,2016,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,nan,72.0,72,2017,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,55.0,58.0,58,1974,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,70.0,72.0,72,2019,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,72.0,72.0,72,2226,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,72.0,82.0,82,2033,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,35.0,58.0,58,1985,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,55.0,68.0,68,2060,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,35.0,,null,2021,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,65.0,68.0,68,2014,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,72.0,72,2006,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,60.0,68.0,68,2014,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,32.0,58.0,58,2019,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,62.0,62,2017,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,65.0,68.0,68,1991,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,32.0,58.0,58,2021,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,65.0,82.0,82,2027,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,68.0,68,2062,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,78.0,74.0,74,2011,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,58.0,58.0,58,1992,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,68.0,72.0,72,1987,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,45.0,58.0,58,1989,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,power-seeking-minus,power-seeking,60.0,72.0,72,2083,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,power-seeking-minus,power-seeking,55.0,66.0,66,2087,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,power-seeking-minus,power-seeking,70.0,78.0,78,2210,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,power-seeking-minus,power-seeking,nan,,null,6044,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,neuroticism-plus,neuroticism,55.0,68.0,68,2031,5
